Facility Name,CMS Certification Number (CCN),Address,City,State,Zip Code,Network,VAT Catheter Measure Score Applied,National Average VAT Catheter Measure Score,VAT Fistula Achievement Period Numerator,VAT Fistula Achievement Period Denominator,VAT Fistula Measure Score Applied,National Average VAT Fistula Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Achievement Period Numerator,Kt/V Comprehensive Achievement Period Denominator,Kt/V Comprehensive Improvement Period Denominator,Kt/V Comprehensive Measure Score Applied,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,Hypercalcemia Reason for No Score (See Footnotes File),Hypercalcemia Achievement Measure Rate,Hypercalcemia Achievement Period Numerator,Hypercalcemia Achievement Period Denominator,Hypercalcemia Measure Score Applied,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score Applied,National Average NHSN BSI Measure Score,NHSN Dialysis Event Reporting Number of Months Reported,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,ICH CAHPS Reason for No Score (See Footnotes File),ICH CAHPS Achievement Period Count of Completed Surveys,ICH CAHPS Improvement Period Count of Completed Surveys,ICH CAHPS Measure Score Applied,National Average ICH CAHPS Measure Score,ICH CAHPS Neph Comm and Caring Measure Score Applied,Serum Phosphorus Measure Score,National Average Serum Phosphorus Measure Score,National Average Anemia Management Measure Score,SRR Reason for No Score (See Footnotes File),SRR Achievement Period Numerator,SRR Achievement Period Denominator,SRR Improvement Period Numerator,SRR Measure Score Applied,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,STrR Achievement Measure Ratio,Number of Patient-Years at Risk in STrR Achievement Period,STrR Achievement Period Numerator,STrR Achievement Period Denominator,STrR Improvement Measure Ratio,STrR Measure Score Applied,National Average STrR Measure Score,SHR Achievement Period Numerator,SHR Achievement Period Denominator,SHR Measure Score Applied,National Average SHR Measure Score,Pain Assessment and Follow-up Measure Score,Ultrafiltration Measure Score,Ultrafiltration Reason for No Score (See Footnotes File),National Average Ultrafiltration Measure Score,Total-Performance-Score,PY2020 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2018",Date of Ownership Record Update
BETHESDA DIALYSIS,682640,332 N CONGRESS AVE ,BOYNTON BEACH,FL,33426,7,N/A,5,,,N/A,5,5,35,42,,Achievement,7,No Score,1,No Rate,,,N/A,10,N/A,6,8,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 9",4,,No Reduction,5/8/2018,DAVITA,5/8/2018
FRESENIUS KIDNEY CARE-EAST FORT WALTON BEACH,682641,315 GREEN ACRES ROAD ,FORT WALTON BEACH,FL,32547,7,Achievement,5,167,286,Achievement,5,5,261,266,,Achievement,7,7,-,0.76%,2,263,Achievement,10,N/A,6,9,,7,No Score,7,N/A,N/A,N/A,5,N/A,10,9,10,-,12,8.402,,Achievement,5,2,1.242,12.75017112,9,4.875,No Ratio,Achievement,5,31,32.861,Achievement,5,5,6,-,4,52,0.50%,4/18/2018,FRESENIUS MEDICAL CARE,7/23/2018
FRESENIUS KIDNEY CARE-CLERMONT WEST,682642,14619 CR 565A ,GROVELAND,FL,34736,7,N/A,5,,,N/A,5,5,65,69,,Achievement,7,10,-,0.00%,0,64,Achievement,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,5,6,-,4,77,No Reduction,5/4/2018,FRESENIUS MEDICAL CARE,7/23/2018
"GRAND DIALYSIS SERVICES, LLC",682643,500 N HIATUS ROAD SUITE 105,PEMBROKE PINES,FL,33026,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,0,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,7/23/2018,NOT A CHAIN,7/23/2018
OAKLAND DIALYSIS CENTER LLC,682644,3250 N STATE ROAD 7 REEF PLAZA,FORT LAUDERDALE,FL,33319,7,Achievement,5,72,139,Achievement,5,5,195,228,,Achievement,7,0,-,14.21%,28,197,Achievement,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,1,9,10,-,14,10.276,,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,29,20.655,Achievement,5,5,0,-,4,10,2.00%,5/11/2018,AMERICAN RENAL ASSOCIATES,7/23/2018
SUNSHINE DIALYSIS CARE CENTERS,682645,"2900 BROADWAY AVE, STE 3004 ",RIVIERA BEACH,FL,33404,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,"7, 10",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 9",4,,No Reduction,5/18/2018,NOT A CHAIN,7/23/2018
"TARPON SPRINGS DIALYSIS, LLC",682646,41747 US HIGHWAY 19 NORTH ,TARPON SPRINGS,FL,34689,7,Achievement,5,76,100,Achievement,5,5,147,157,,Achievement,7,0,-,9.93%,15,151,Achievement,10,N/A,6,7,,7,No Score,7,N/A,N/A,N/A,5,N/A,6,9,10,-,13,14.492,,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,27,26.106,Achievement,5,5,4,-,4,56,0.50%,4/18/2018,AMERICAN RENAL ASSOCIATES,7/23/2018
WILDWOOD DIALYSIS,682647,4713 E SR44 SUITE 900,WILDWOOD,FL,34785,7,Achievement,5,93,142,Achievement,5,5,148,165,,Achievement,7,0,-,35.40%,57,161,Achievement,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,5,9,10,-,7,6.572,,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,25,16.493,Achievement,5,5,0,-,4,38,1.50%,2/16/2018,DAVITA,8/11/2018
FLEMING ISLAND DIALYSIS,682648,4575 US HWY 17 UNIT 301,FLEMING ISLAND,FL,32003,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,9,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 9",4,,No Reduction,6/26/2018,DAVITA,6/26/2018
FRESENIUS KIDNEY CARE SEBASTIAN,682649,14355 US HWY 1 ,SEBASTIAN,FL,32958,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,12,,7,No Score,"7, 10",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,7/10/2018,FRESENIUS MEDICAL CARE,7/10/2018
EMERALD COAST DIALYSIS,682650,1112 HOSPITAL RD ,FORT WALTON BEACH,FL,32547,7,N/A,5,,,N/A,5,5,25,29,,Achievement,7,No Score,"1, 8",No Rate,,,N/A,10,N/A,6,8,,7,No Score,7,N/A,N/A,N/A,5,N/A,6,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,7,-,4,21,2.00%,6/18/2018,DAVITA,7/18/2018
DAVITA HAMMOCK KIDNEY CENTER,682651,1800 SW 8TH STREET ,MIAMI,FL,33135,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 9",4,,No Reduction,6/18/2018,DAVITA,6/18/2018
FRESENIUS KIDNEY CARE CENTRAL TALLAHASSEE,682652,2600 CENTENNIAL PLACE ,TALLAHASSEE,FL,32308,7,Achievement,5,43,69,Achievement,5,5,103,106,,Achievement,7,10,-,0.00%,0,99,Achievement,10,N/A,6,6,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,7/16/2018,FRESENIUS MEDICAL CARE,8/1/2018
FRESENIUS KIDNEY CARE-EAST FORT LAUDERDALE,682653,2301 W OAKLAND  PARK BLVD ,FORT LAUDERDALE,FL,33311,7,N/A,5,,,N/A,5,5,38,40,,Achievement,7,5,-,1.31%,1,41,Achievement,10,N/A,6,6,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,8/2/2018,FRESENIUS MEDICAL CARE,8/2/2018
"PALM SPRINGS DIALYSIS CENTER, LLC",682654,1890 S MILITARY TRAIL ,WEST PALM BEACH,FL,33415,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,3,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,8/15/2018,AMERICAN RENAL ASSOCIATES,8/15/2018
DAVITA BROOKSIDE DIALYSIS,682655,10725 WILES RD ,CORAL SPRINGS,FL,33076,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,9/18/2018,DAVITA,5/1/2018
FRESENIUS KIDNEY CARE LADY LAKE,682656,310 LONGVIEW AVE ,LADY LAKE,FL,32159,7,N/A,5,,,N/A,5,5,46,46,,Achievement,7,10,-,0.00%,0,43,Achievement,10,N/A,6,0,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,7/18/2018,FRESENIUS MEDICAL CARE,7/24/2018
"PALISADES DIALYSIS, LLC",682657,5200 NE 2ND AVE ,MIAMI,FL,33137,7,N/A,5,,,N/A,5,5,29,30,,Achievement,7,No Score,1,No Rate,,,N/A,10,N/A,6,5,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,9/20/2018,DAVITA,3/1/2018
INVERRARY DIALYSIS,682658,4984 N UNIVERSITY DRIVE ,LAUDERHILL,FL,33351,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,6,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,9/11/2018,DAVITA,
"FRESENIUS MEDICAL CARE NORTH FORT MYERS, LLC",682659,15991 N CLEVELAND AVENUE ,NORTH FORT MYERS,FL,33903,7,N/A,5,,,N/A,5,5,23,24,,Achievement,7,No Score,1,No Rate,,,N/A,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,9/7/2018,FRESENIUS MEDICAL CARE,4/30/2018
FRESENIUS KIDNEY CARE SARASOTA TRAILS,682660,4012 S TAMIAMI TRAIL ,SARASOTA,FL,34231,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,0,,7,No Score,"7, 10",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,9/7/2018,FRESENIUS MEDICAL CARE,2/1/2018
"SOUTH CENTRAL FLORIDA DIALYSIS PARTNERS, LLC",682661,4578 S KIRKMAN RD ,ORLANDO,FL,32811,7,N/A,5,,,N/A,5,5,24,28,,Achievement,7,No Score,1,No Rate,,,N/A,10,N/A,6,7,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,9/24/2018,DAVITA,
FRESENIUS KIDNEY CARE SOUTHERN BROWARD,682662,2700 HOLLYWOOD BLVD SUITE 100,HOLLYWOOD,FL,33020,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,3,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,9/25/2018,FRESENIUS MEDICAL CARE,
SUNSHINE STATE DIALYSIS CENTER,682663,2710 ALLEN ROAD ,TALLAHASSEE,FL,32312,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/19/2018,DAVITA,9/6/2018
DCI JACKSONVILLE MID-TOWN,682664,655 WEST 8TH STREET ,JACKSONVILLE,FL,32209,7,Achievement,5,241,539,Achievement,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,0,,7,No Score,"6, 7",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,1,4,16,2.00%,6/30/2018,"DIALYSIS CLINIC, INC.",
"LOURDES DIALYSIS, LLC",682665,8259 CLARCONA OCOEE RD ,ORLANDO,FL,32818,7,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,4,,7,No Score,"6, 7",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,11/16/2018,DAVITA,10/1/2018
"HIGDEN DIALYSIS, LLC",742500,9340 HIGHWAY 6 STE 400 ,MISSOURI CITY,TX,77459,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,11/1/2018,DAVITA,
"USRC SUNNYVALE, LLC",742501,220 S COLLINS RD ,SUNNYVALE,TX,75182,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,6,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,11/15/2018,"US RENAL CARE, INC.",
"HENNEPIN DIALYSIS, LLC",742502,2511 CROCKETT DR ,BROWNWOOD,TX,76801,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/17/2018,DAVITA,
"FRESENIUS MEDICAL CARE RENNER ROAD, LLC",742503,3317 ESSEX DR STE 150 ,RICHARDSON,TX,75082,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,"6, 7",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/3/2018,FRESENIUS MEDICAL CARE,
"USRC LAS CANTERAS, LLC",742504,10502 SANDIA DR ,LAREDO,TX,78045,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,2,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/22/2018,"US RENAL CARE, INC.",
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",742505,2733 1ST ST ,ROSENBERG,TX,77471,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/9/2018,FRESENIUS MEDICAL CARE,
"USRC EAST DALLAS, LLC",742506,11255 GRALAND RD. SUITE 1160,DALLAS,TX,75218,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,"7, 10",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/24/2018,"US RENAL CARE, INC.",
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",742507,10505 JONES RD ,HOUSTON,TX,77065,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,11/30/2018,FRESENIUS MEDICAL CARE,
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",742508,1210 SOUTHMORE AVE ,PASADENA,TX,77502,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,-,2,2.821,3,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,25,24.248,Achievement,5,No Score,No Score,2,4,,No Reduction,11/20/2018,FRESENIUS MEDICAL CARE,8/14/2018
"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.",742509,400 W MEDICAL CENTER BLVD STE 125 ,WEBSTER,TX,77598,14,N/A,5,,,N/A,5,5,102,155,141,Achievement,7,No Score,1,No Rate,,,N/A,10,N/A,6,12,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,-,3,4.82,2,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,35,21.942,Achievement,5,No Score,No Score,2,4,,No Reduction,11/29/2018,FRESENIUS MEDICAL CARE,8/27/2017
"USRC WEST GRAND PRAIRIE, LLC",742510,4045 S. GREAT SOUTHWEST PARKWAY SUITE 100,GRAND PRAIRIE,TX,75052,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,0,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,10/31/2018,"US RENAL CARE, INC.",
"USRC CEDAR HILL, LLC",742511,458 N HIGHWAY 67 STE 400 ,CEDAR HILL,TX,75104,14,N/A,5,,,N/A,5,5,15,30,,Achievement,7,No Score,1,No Rate,,,N/A,10,N/A,6,2,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,11/6/2018,"US RENAL CARE, INC.",
"KEY DIALYSIS, LLC",742512,1400 CREEK WAY DR STE 211 ,SUGAR LAND,TX,77478,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,"6, 7",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,12/13/2018,NOT A CHAIN,
ELLSWORTH DIALYSIS LLC,742513,4601 MEDICAL CENTER DR STE G ,MCKINNEY,TX,75069,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,"6, 7",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,11/2/2018,DAVITA,11/2/2019
INNOVATIVE DIALYSIS SOLUTIONS AT HOME OF DEVINE,742521,108 SOUTH UPSON DRIVE ,DEVINE,TX,78016,14,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,,,7,No Score,"6, 7",N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 2",4,,No Reduction,12/21/2018,INNOVATIVE DIALYSIS SYSTEMS,
FRESENIUS MEDICAL CARE AUGUSTA HOME,852500,2470 WRIGHTSBORO RD ,AUGUSTA,GA,30904,6,N/A,5,,,N/A,5,5,365,406,394,Improvement,7,6,-,1.07%,5,466,Achievement,10,N/A,6,,,7,No Score,"6, 10",N/A,N/A,N/A,5,N/A,9,9,10,-,11,13.378,11,Achievement,5,7,0.811,24.7118412,6,7.397,2.039,Improvement,5,51,57.692,Achievement,5,10,No Score,1,4,58,0.50%,12/8/2015,FRESENIUS MEDICAL CARE,12/8/2015
SOUTHWEST ATLANTA HOME TRAINING,852501,3201 ATLANTA INDUSTRIAL PARKWAY NORTHWEST SUITE 101,ATLANTA,GA,30331,6,N/A,5,,,N/A,5,5,124,127,224,Achievement,7,10,-,0.00%,0,142,Achievement,10,N/A,6,,,7,No Score,"6, 10",N/A,<11,N/A,5,N/A,9,9,10,-,3,2.171,13,Achievement,5,No Score,No Ratio,<10,,,2.564,N/A,5,12,10.056,Improvement,5,10,No Score,1,4,86,No Reduction,12/4/2015,DAVITA,12/4/2015
VERITAS DIALYSIS,852502,5329 MEMORIAL DRIVE SUITE B,STONE MOUNTAIN,GA,30083,6,Achievement,5,208,304,Achievement,5,5,322,390,302,Improvement,7,5,-,1.33%,5,377,Achievement,10,Achievement,6,10,1,7,No Score,10,N/A,N/A,N/A,5,N/A,10,9,10,-,35,25.112,33,Improvement,5,0,2.116,19.94524298,17,7.419,2.009,Achievement,5,82,58.103,Improvement,5,10,0,-,4,30,1.50%,12/2/2015,NOT A CHAIN,12/2/2015
DIALYSIS CENTER OF MILLEDGEVILLE,852503,1520 N. COLUMBIA STREET SUITE 100,MILLEDGEVILLE,GA,31061,6,Achievement,5,346,574,Achievement,5,5,1081,1135,1384,Achievement,7,8,-,0.52%,6,1161,Achievement,10,N/A,6,12,,7,No Score,6,39,33,N/A,5,N/A,9,9,10,-,18,24.237,28,Achievement,5,6,0.916,22.85557837,6,6.084,1.994,Improvement,5,101,108.645,Achievement,5,10,5,-,4,64,No Reduction,10/27/2015,AMERICAN RENAL ASSOCIATES,10/27/2015
DSI DEKALB DIALYSIS,852504,4570B MEMORIAL DRIVE ,DECATUR,GA,30032,6,Achievement,5,186,271,Achievement,5,5,385,405,308,Achievement,7,2,-,2.14%,9,421,Achievement,10,Achievement,6,12,6,7,No Score,5,13,12,N/A,5,N/A,10,9,10,-,10,11.719,8,Achievement,5,6,0.831,24.12867899,7,8.42,0.851,Achievement,5,41,60.289,Achievement,5,10,4,-,4,64,No Reduction,10/14/2015,DIVERSIFIED SPECIALTY INSTITUTES (DSI),10/14/2015
NCG BARROW LLC,852505,655 EXCHANGE CIRCLE SUITE 100,BETHLEHEM,GA,30620,6,N/A,5,,,N/A,5,5,107,113,,Achievement,7,10,-,0.00%,0,113,Achievement,10,N/A,6,,,7,No Score,10,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,10,No Score,1,4,85,No Reduction,2/17/2016,NOT A CHAIN,2/17/2016
BIO-MEDICAL APPLICATIONS OF GEORGIA,852506,110 LOGAN COURT ,ALBANY,GA,31707,6,Achievement,5,196,274,Achievement,5,5,279,286,137,Achievement,7,6,-,1.01%,3,297,Achievement,10,Achievement,6,12,10,7,No Score,10,16,12,N/A,5,N/A,9,9,10,-,8,9.389,,Achievement,5,0,1.627,16.12046543,12,5.794,0.846,Achievement,5,40,29.255,Achievement,5,10,8,-,4,66,No Reduction,4/20/2016,FRESENIUS MEDICAL CARE,4/20/2016
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC.",852507,3602 MARATHON CIRCLE ,AUSTELL,GA,30106,6,Achievement,5,441,563,Achievement,5,5,711,716,308,Achievement,7,9,-,0.14%,1,721,Achievement,10,Achievement,6,12,8,7,No Score,5,27,32,N/A,5,N/A,10,9,10,-,26,24.539,7,Achievement,5,9,0.541,29.24845996,6,11.1,1.436,Achievement,5,74,80.114,Achievement,5,10,7,-,4,79,No Reduction,4/6/2016,FRESENIUS MEDICAL CARE,4/6/2016
FRESENIUS KIDNEY CARE - BARTOW COUNTY,852508,60 SLOPES DRIVE ,CARTERSVILLE,GA,30120,6,Achievement,5,147,233,Achievement,5,5,254,275,97,Improvement,7,0,-,5.98%,18,301,Achievement,10,Achievement,6,12,8,7,No Score,5,<11,<11,N/A,5,N/A,7,9,10,-,16,13.132,8,Improvement,5,8,0.575,16.42436687,4,6.344,No Ratio,Achievement,5,36,39.346,Achievement,5,10,2,-,4,68,No Reduction,4/14/2016,FRESENIUS MEDICAL CARE,2/2/2017
"BIO-MEDICAL APPLICATIONS OF GEORGIA, INC",852509,65 FRANCIS WAY ,SHARPSBURG,GA,30277,6,Achievement,5,131,156,Achievement,5,5,248,252,229,Achievement,7,6,-,0.81%,2,247,Achievement,10,Achievement,6,12,10,7,No Score,10,<11,11,N/A,5,N/A,10,9,10,-,5,3.823,8,Achievement,5,8,0.62,10.67488022,3,3.56,0.962,Achievement,5,17,27.062,Achievement,5,10,4,-,4,87,No Reduction,3/10/2016,FRESENIUS MEDICAL CARE,3/10/2016
ODIORNE DIALYSIS,852510,"2460 WESLEY CHAPEL RD, STE 25D ",DECATUR,GA,30035,6,Achievement,5,102,241,Improvement,5,5,401,413,266,Achievement,7,7,-,0.75%,3,401,Achievement,10,Achievement,6,12,7,7,No Score,5,18,11,N/A,5,N/A,5,9,10,-,16,11.58,12,Achievement,5,2,1.313,19.00616016,9,6.184,0.728,Achievement,5,51,35.865,Achievement,5,10,7,-,4,43,1.00%,5/24/2016,DAVITA,5/24/2016
